time	V(vd)	V(vg)	V(Vd)*Ix(U1:D)+V(Vg)*Ix(U1:G)	Ix(U1:D)	Ix(U1:G)
0.000000000000000e+000	3.500000e+001	-3.899979e+000	1.513349e-004	3.890387e-006	-3.890114e-006
4.990000000000000e-006	3.500000e+001	-3.899979e+000	1.513349e-004	3.890385e-006	-3.890115e-006
4.990101837501628e-006	3.500422e+001	-3.867322e+000	-6.234157e-003	3.889807e-006	1.647217e-003
4.990305512504884e-006	3.501227e+001	-3.802211e+000	-2.679685e-002	3.887897e-006	7.083504e-003
4.990477848962135e-006	3.501859e+001	-3.747267e+000	-5.413366e-002	3.885291e-006	1.448248e-002
4.990644544622772e-006	3.502412e+001	-3.693958e+000	-9.271698e-002	3.881516e-006	2.513643e-002
4.990977935944045e-006	3.503394e+001	-3.585728e+000	-1.937388e-001	3.871146e-006	5.406836e-002
4.991419413928785e-006	3.504531e+001	-3.436977e+000	-3.567417e-001	3.852846e-006	1.038345e-001
4.992037996567637e-006	3.505920e+001	-3.213621e+000	-6.121916e-001	3.819409e-006	1.905407e-001
4.992793449588862e-006	3.507496e+001	-2.909355e+000	-9.146211e-001	3.767164e-006	3.144179e-001
4.993808135028107e-006	3.509716e+001	-2.435855e+000	-1.211880e+000	3.676916e-006	4.975704e-001
4.995086151895297e-006	3.513114e+001	-1.722719e+000	-1.266389e+000	3.524538e-006	7.351823e-001
4.996833920430714e-006	3.519360e+001	-5.333678e-001	-5.582420e-001	3.223056e-006	1.046849e+000
4.999206777873242e-006	3.530218e+001	1.352757e+000	1.943726e+000	2.663819e-006	1.436792e+000
5.000000000000000e-006	3.534514e+001	2.051596e+000	3.192992e+000	2.428497e-006	1.556303e+000
5.000281496777896e-006	3.535132e+001	2.231003e+000	3.544103e+000	2.328114e-006	1.588532e+000
5.000603207381206e-006	3.536118e+001	2.442698e+000	3.938215e+000	2.207447e-006	1.612208e+000
5.001246628587825e-006	3.538731e+001	2.876485e+000	4.683063e+000	1.895952e-006	1.628027e+000
5.002533471001065e-006	3.545215e+001	3.751301e+000	5.981685e+000	1.237448e-007	1.594562e+000
5.003606209416695e-006	3.551331e+001	4.471341e+000	6.823626e+000	-5.583493e-006	1.526125e+000
5.004086108300404e-006	3.554228e+001	4.785135e+000	7.103132e+000	-1.396079e-005	1.484520e+000
5.004336237315380e-006	3.555757e+001	4.944722e+000	7.221685e+000	-2.353845e-005	1.460653e+000
5.004477684484453e-006	3.556620e+001	5.033698e+000	7.281508e+000	-3.215387e-005	1.446780e+000
5.004555258341369e-006	3.557084e+001	5.082099e+000	7.312203e+000	-3.820749e-005	1.439083e+000
5.004602176680844e-006	3.557273e+001	5.111238e+000	7.330101e+000	-4.100943e-005	1.434400e+000
5.004635462984517e-006	3.557100e+001	5.131827e+000	7.342612e+000	-3.866785e-005	1.431067e+000
5.004672229093430e-006	3.556153e+001	5.154388e+000	7.356227e+000	-2.868334e-005	1.427375e+000
5.004712636892892e-006	3.553953e+001	5.178868e+000	7.370644e+000	-1.390449e-005	1.423311e+000
5.004742888888044e-006	3.551196e+001	5.196929e+000	7.380805e+000	-5.537169e-006	1.420262e+000
5.004776788380484e-006	3.546642e+001	5.216880e+000	7.391447e+000	-1.273936e-006	1.416842e+000
5.004812847222476e-006	3.539894e+001	5.237749e+000	7.401985e+000	1.801256e-008	1.413200e+000
5.004860187033435e-006	3.527808e+001	5.264534e+000	7.414658e+000	2.451617e-007	1.408415e+000
5.004914116484454e-006	3.508557e+001	5.293981e+000	7.427286e+000	2.554459e-007	1.402966e+000
5.005007516921569e-006	3.462329e+001	5.342450e+000	7.444975e+000	2.745963e-007	1.393549e+000
5.005108324069658e-006	3.395105e+001	5.391279e+000	7.458505e+000	3.508363e-007	1.383437e+000
5.005222866309833e-006	3.296038e+001	5.441999e+000	7.466755e+000	5.354770e-007	1.372058e+000
5.005350998842560e-006	3.159423e+001	5.492846e+000	7.467747e+000	9.034389e-007	1.359535e+000
5.005515302770965e-006	2.953108e+001	5.549752e+000	7.458351e+000	1.679121e-006	1.343898e+000
5.005728877574302e-006	2.653276e+001	5.611886e+000	7.432750e+000	3.283157e-006	1.324450e+000
5.006041569403524e-006	2.199672e+001	5.683232e+000	7.377920e+000	7.003367e-006	1.298164e+000
5.006572673460338e-006	1.473082e+001	5.772692e+000	7.263190e+000	1.601458e-005	1.258157e+000
5.006959706475295e-006	1.011795e+001	5.817192e+000	7.169747e+000	2.439380e-005	1.232468e+000
5.007173497663012e-006	7.987149e+000	5.831397e+000	7.114336e+000	2.980010e-005	1.219965e+000
5.007299315893099e-006	6.935187e+000	5.834655e+000	7.079719e+000	3.325696e-005	1.213352e+000
5.007585461693302e-006	4.789936e+000	5.856073e+000	7.025498e+000	4.155760e-005	1.199660e+000
5.007638955746773e-006	4.358280e+000	5.874707e+000	7.033507e+000	4.317976e-005	1.197220e+000
5.007680532192718e-006	4.123032e+000	5.870213e+000	7.017081e+000	4.445955e-005	1.195340e+000
5.007757344091909e-006	3.790396e+000	5.842491e+000	6.965143e+000	4.684607e-005	1.192123e+000
5.007809274504666e-006	3.584547e+000	5.826233e+000	6.934305e+000	4.847498e-005	1.190157e+000
5.007893486204676e-006	3.274508e+000	5.807495e+000	6.895211e+000	5.114273e-005	1.187266e+000
5.008061909604694e-006	2.711958e+000	5.785645e+000	6.839598e+000	5.654748e-005	1.182140e+000
5.008238320071477e-006	2.183674e+000	5.775863e+000	6.800907e+000	6.230078e-005	1.177447e+000
5.008488098404853e-006	1.513192e+000	5.776076e+000	6.767840e+000	7.061050e-005	1.171684e+000
5.008835747363668e-006	6.589050e-001	5.788902e+000	6.741082e+000	8.238259e-005	1.164474e+000
5.008985333687482e-006	3.396879e-001	5.801287e+000	6.738609e+000	8.752169e-005	1.161566e+000
5.009070948622481e-006	2.081373e-001	5.815662e+000	6.745723e+000	9.049210e-005	1.159920e+000
5.009149219050560e-006	1.346140e-001	5.835848e+000	6.760007e+000	9.321769e-005	1.158357e+000
5.009200894173163e-006	1.039234e-001	5.852043e+000	6.772369e+000	9.502000e-005	1.157264e+000
5.009263154026820e-006	7.821938e-002	5.873344e+000	6.788783e+000	9.719360e-005	1.155862e+000
5.009336765052236e-006	5.594756e-002	5.899781e+000	6.808907e+000	9.976517e-005	1.154094e+000
5.009417286250920e-006	3.846981e-002	5.929754e+000	6.831184e+000	1.025797e-004	1.152017e+000
5.009509387686534e-006	2.425987e-002	5.964899e+000	6.856452e+000	1.058004e-004	1.149466e+000
5.009596120348722e-006	1.472967e-002	5.998548e+000	6.879683e+000	1.088344e-004	1.146891e+000
5.009687984887891e-006	7.538612e-003	6.034579e+000	6.903417e+000	1.120486e-004	1.143976e+000
5.009785965560614e-006	1.987704e-003	6.073267e+000	6.927603e+000	1.154775e-004	1.140672e+000
5.009884947274056e-006	-2.083334e-003	6.112503e+000	6.950729e+000	1.189419e-004	1.137133e+000
5.009992176365043e-006	-5.309845e-003	6.155087e+000	6.974231e+000	1.226953e-004	1.133084e+000
5.010101321316821e-006	-7.742411e-003	6.198440e+000	6.996466e+000	1.265161e-004	1.128747e+000
5.010219081168601e-006	-9.704318e-003	6.245163e+000	7.018501e+000	1.306387e-004	1.123830e+000
5.010351098002510e-006	-1.138386e-002	6.297429e+000	7.040906e+000	1.352607e-004	1.118061e+000
5.010477513495964e-006	-1.264231e-002	6.347322e+000	7.060103e+000	1.396868e-004	1.112297e+000
5.010608980044291e-006	-1.369513e-002	6.399012e+000	7.077725e+000	1.442899e-004	1.106066e+000
5.010739837730602e-006	-1.456513e-002	6.450237e+000	7.092965e+000	1.488717e-004	1.099644e+000
5.010880219480956e-006	-1.535561e-002	6.504917e+000	7.106832e+000	1.537872e-004	1.092533e+000
5.011025882675406e-006	-1.606037e-002	6.561333e+000	7.118605e+000	1.588877e-004	1.084933e+000
5.011358037401152e-006	-1.734971e-002	6.688655e+000	7.135960e+000	1.705187e-004	1.066876e+000
5.011777858129533e-006	-1.853095e-002	6.846713e+000	7.140419e+000	1.852200e-004	1.042898e+000
5.012044197996256e-006	-1.908481e-002	6.945199e+000	7.134017e+000	1.945469e-004	1.027187e+000
5.012370083569705e-006	-1.959681e-002	7.063713e+000	7.117337e+000	2.059592e-004	1.007592e+000
5.012782071958674e-006	-2.002730e-002	7.210257e+000	7.083612e+000	2.203870e-004	9.824360e-001
5.013330168808596e-006	-2.030707e-002	7.399416e+000	7.019685e+000	2.395814e-004	9.486815e-001
5.014055234377278e-006	-2.030805e-002	7.639663e+000	6.907357e+000	2.649735e-004	9.041449e-001
5.014953946742763e-006	-1.991022e-002	7.921528e+000	6.733311e+000	2.964464e-004	8.500023e-001
5.016113692915025e-006	-1.901552e-002	8.261415e+000	6.466528e+000	3.370601e-004	7.827394e-001
5.017275958880282e-006	-1.788722e-002	8.574424e+000	6.167971e+000	3.777607e-004	7.193460e-001
5.018831458997037e-006	-1.624603e-002	8.953158e+000	5.741953e+000	4.322295e-004	6.413335e-001
5.020501070857495e-006	-1.450576e-002	9.314960e+000	5.272276e+000	4.906915e-004	5.660017e-001
5.022443649268840e-006	-1.262450e-002	9.681840e+000	4.735184e+000	5.587078e-004	4.890797e-001
5.024647274584700e-006	-1.073091e-002	1.003862e+001	4.155927e+000	6.358602e-004	4.139946e-001
5.027043458431492e-006	-8.970504e-003	1.036423e+001	3.579149e+000	7.197500e-004	3.453373e-001
5.029824039602334e-006	-7.274414e-003	1.067498e+001	2.986405e+000	8.170927e-004	2.797581e-001
5.032815194565786e-006	-5.802295e-003	1.094338e+001	2.441407e+000	9.218024e-004	2.230949e-001
5.036346810410710e-006	-4.430667e-003	1.119279e+001	1.907653e+000	1.045427e-003	1.704363e-001
5.039661242681786e-006	-3.428727e-003	1.137468e+001	1.501817e+000	1.161445e-003	1.320319e-001
5.043072467836696e-006	-2.640301e-003	1.151764e+001	1.173029e+000	1.280848e-003	1.018466e-001
5.046923444594465e-006	-1.959234e-003	1.164102e+001	8.823299e-001	1.415641e-003	7.579514e-002
5.050370564142532e-006	-1.499353e-003	1.172427e+001	6.825615e-001	1.536296e-003	5.821804e-002
5.054591025395159e-006	-1.079887e-003	1.180014e+001	4.979449e-001	1.684018e-003	4.219838e-002
5.058409008848434e-006	-7.984744e-004	1.185099e+001	3.728301e-001	1.817651e-003	3.145994e-002
5.062781602146189e-006	-5.642402e-004	1.189328e+001	2.679686e-001	1.970694e-003	2.253118e-002
5.066981916469454e-006	-4.009854e-004	1.192272e+001	1.945314e-001	2.117707e-003	1.631610e-002
5.071558774749155e-006	-2.754696e-004	1.194531e+001	1.379271e-001	2.277899e-003	1.154660e-002
5.076890489362469e-006	-1.734823e-004	1.196361e+001	9.189734e-002	2.464510e-003	7.681441e-003
5.081886223027322e-006	-1.080586e-004	1.197531e+001	6.241372e-002	2.639362e-003	5.211892e-003
5.087015281141150e-006	-6.263074e-005	1.198338e+001	4.203118e-002	2.818879e-003	3.507471e-003
5.091910715353053e-006	-3.296492e-005	1.198861e+001	2.882087e-002	2.990220e-003	2.404030e-003
5.096999117496285e-006	-1.181014e-005	1.199228e+001	1.951223e-002	3.168314e-003	1.627069e-003
5.101955853681753e-006	2.459252e-006	1.199472e+001	1.334340e-002	3.341799e-003	1.112438e-003
5.107041516182613e-006	1.264007e-005	1.199642e+001	9.055692e-003	3.519798e-003	7.548628e-004
5.112025523067041e-006	1.966955e-005	1.199754e+001	6.203917e-003	3.694238e-003	5.170930e-004
5.117106949128658e-006	2.478533e-005	1.199832e+001	4.236269e-003	3.872087e-003	3.530639e-004
5.122127525472409e-006	2.847168e-005	1.199884e+001	2.919277e-003	4.047807e-003	2.432870e-004
5.127233209267514e-006	3.127233e-005	1.199920e+001	2.014640e-003	4.226506e-003	1.678869e-004
5.132315018252993e-006	3.342164e-005	1.199944e+001	1.406857e-003	4.404369e-003	1.172313e-004
5.137488072415915e-006	3.516738e-005	1.199960e+001	9.909127e-004	4.585426e-003	8.256538e-005
5.142686351721888e-006	3.662095e-005	1.199971e+001	7.108160e-004	4.767366e-003	5.922155e-005
5.148014729483216e-006	3.790149e-005	1.199979e+001	5.197441e-004	4.953858e-003	4.329714e-005
5.153450242426813e-006	3.906333e-005	1.199984e+001	3.910719e-004	5.144102e-003	3.257302e-005
5.159112250470633e-006	4.017172e-005	1.199987e+001	3.037577e-004	5.342272e-003	2.529553e-005
5.165032779052074e-006	4.125906e-005	1.199989e+001	2.453131e-004	5.549490e-003	2.042386e-005
5.171381973541218e-006	4.237371e-005	1.199991e+001	2.062254e-004	5.771711e-003	1.716520e-005
5.178276242987940e-006	4.354720e-005	1.199992e+001	1.806784e-004	6.013010e-003	1.503481e-005
5.186000360977041e-006	4.483525e-005	1.199993e+001	1.643044e-004	6.283354e-003	1.366864e-005
5.194829222557008e-006	4.628848e-005	1.199993e+001	1.543216e-004	6.592364e-003	1.283478e-005
5.205322110685315e-006	4.800222e-005	1.199993e+001	1.485985e-004	6.959614e-003	1.235544e-005
5.218163102463163e-006	5.009057e-005	1.199993e+001	1.456743e-004	7.409048e-003	1.210866e-005
5.234764486366565e-006	5.278500e-005	1.199993e+001	1.444167e-004	7.990096e-003	1.199965e-005
5.349669796882216e-006	7.141569e-005	1.199993e+001	1.443078e-004	1.201177e-002	1.195423e-005
2.599000000000000e-005	3.418909e-003	1.199993e+001	2.654209e-003	7.343796e-001	1.195271e-005
2.599003266040628e-005	2.003796e-003	1.198942e+001	-5.470007e-004	7.343808e-001	-1.683610e-004
2.599009798121884e-005	-7.830366e-004	1.196842e+001	-9.670467e-003	7.343830e-001	-7.599514e-004
2.599014901046348e-005	-2.906355e-003	1.195207e+001	-2.018555e-002	7.343848e-001	-1.510296e-003
2.599019938190255e-005	-4.929177e-003	1.193598e+001	-3.515535e-002	7.343866e-001	-2.642049e-003
2.599030012478068e-005	-8.765386e-003	1.190391e+001	-7.805659e-002	7.343901e-001	-6.016458e-003
2.599050161053694e-005	-1.581469e-002	1.183989e+001	-2.014456e-001	7.343972e-001	-1.603319e-002
2.599079195048003e-005	-2.471343e-002	1.174726e+001	-4.522730e-001	7.344074e-001	-3.695529e-002
2.599119426152455e-005	-3.487875e-002	1.161655e+001	-9.177172e-001	7.344214e-001	-7.679573e-002
2.599171547976415e-005	-4.494366e-002	1.143996e+001	-1.671845e+000	7.344397e-001	-1.432554e-001
2.599240310000461e-005	-5.405426e-002	1.118901e+001	-2.829630e+000	7.344638e-001	-2.493456e-001
2.599328539733063e-005	-6.076670e-002	1.082880e+001	-4.423823e+000	7.344947e-001	-4.044020e-001
2.599444305733964e-005	-6.430977e-002	1.028842e+001	-6.455476e+000	7.345353e-001	-6.228590e-001
2.599555550885253e-005	-6.417256e-002	9.690381e+000	-8.156074e+000	7.345743e-001	-8.368025e-001
2.599673008636699e-005	-6.163386e-002	8.957741e+000	-9.510058e+000	7.346155e-001	-1.056604e+000
2.599848899021437e-005	-5.602547e-002	7.703617e+000	-1.056660e+001	7.346772e-001	-1.366299e+000
2.600000000000000e-005	-5.059590e-002	6.522318e+000	-1.057966e+001	7.347301e-001	-1.616372e+000
2.600026260624772e-005	-3.984183e-002	6.377515e+000	-1.052504e+001	7.347394e-001	-1.645745e+000
2.600078781874315e-005	-2.167432e-002	6.079536e+000	-1.026257e+001	7.347577e-001	-1.685432e+000
2.600183824373402e-005	4.709085e-003	5.464298e+000	-9.334239e+000	7.347945e-001	-1.708856e+000
2.600290833637164e-005	2.200805e-002	4.829901e+000	-8.098979e+000	7.348319e-001	-1.680190e+000
2.600387680896979e-005	3.139919e-002	4.262599e+000	-6.885288e+000	7.348658e-001	-1.620693e+000
2.600464117553331e-005	3.640398e-002	3.827411e+000	-5.945302e+000	7.348925e-001	-1.560338e+000
2.600521909074604e-005	3.976680e-002	3.508746e+000	-5.269313e+000	7.349128e-001	-1.510095e+000
2.600565237052389e-005	4.287326e-002	3.276640e+000	-4.788367e+000	7.349279e-001	-1.470981e+000
2.600597990371836e-005	4.644899e-002	3.105394e+000	-4.440674e+000	7.349393e-001	-1.440980e+000
2.600623082288136e-005	5.100859e-002	2.976866e+000	-4.183357e+000	7.349481e-001	-1.417882e+000
2.600642503054038e-005	5.704916e-002	2.879189e+000	-3.988914e+000	7.349549e-001	-1.399992e+000
2.600657831986347e-005	6.524850e-002	2.803475e+000	-3.837349e+000	7.349603e-001	-1.385889e+000
2.600670125840330e-005	7.685944e-002	2.744108e+000	-3.715591e+000	7.349645e-001	-1.374610e+000
2.600686481150511e-005	9.910791e-002	2.666911e+000	-3.553267e+000	7.349703e-001	-1.359666e+000
2.600699383012023e-005	1.180798e-001	2.606855e+000	-3.427087e+000	7.349747e-001	-1.347936e+000
2.600713298157504e-005	1.370862e-001	2.542553e+000	-3.294461e+000	7.349796e-001	-1.335357e+000
2.600751302318248e-005	1.866079e-001	2.370019e+000	-2.947207e+000	7.349929e-001	-1.301408e+000
2.600792838448886e-005	2.423834e-001	2.188332e+000	-2.590481e+000	7.350073e-001	-1.265180e+000
2.600875910710162e-005	3.598829e-001	1.845113e+000	-1.941736e+000	7.350361e-001	-1.195733e+000
2.601042055232715e-005	6.080662e-001	1.201542e+000	-8.311083e-001	7.350934e-001	-1.063712e+000
2.601083591363353e-005	6.740890e-001	1.052207e+000	-5.911176e-001	7.351077e-001	-1.032730e+000
2.601166663624629e-005	8.134381e-001	7.720907e-001	-1.541644e-001	7.351362e-001	-9.741759e-001
2.601208701669916e-005	8.877521e-001	6.354325e-001	5.170575e-002	7.351505e-001	-9.456954e-001
2.601281635754890e-005	1.030862e+000	4.016705e-001	3.970984e-001	7.351754e-001	-8.981647e-001
2.601313724509099e-005	1.110437e+000	2.903876e-001	5.615275e-001	7.351863e-001	-8.776220e-001
2.601339052614118e-005	1.195658e+000	1.878666e-001	7.172153e-001	7.351949e-001	-8.613899e-001
2.601354931119488e-005	1.261653e+000	1.131360e-001	8.312895e-001	7.352002e-001	-8.509969e-001
2.601364534503201e-005	1.296593e+000	6.690691e-002	8.967523e-001	7.352034e-001	-8.445631e-001
2.601370629365832e-005	1.308804e+000	4.191220e-002	9.270156e-001	7.352055e-001	-8.404276e-001
2.601378223990161e-005	1.318975e+000	1.622253e-002	9.561709e-001	7.352080e-001	-8.352720e-001
2.601386977753120e-005	1.333909e+000	-1.078788e-002	9.896516e-001	7.352110e-001	-8.293654e-001
2.601396079046132e-005	1.352490e+000	-3.774761e-002	1.025447e+000	7.352141e-001	-8.232880e-001
2.601411778386976e-005	1.387333e+000	-8.353352e-002	1.087904e+000	7.352194e-001	-8.129626e-001
2.601435537751839e-005	1.442472e+000	-1.521777e-001	1.181938e+000	7.352273e-001	-7.977052e-001
2.601483056481566e-005	1.558277e+000	-2.867271e-001	1.366036e+000	7.352432e-001	-7.684093e-001
2.601578093941020e-005	1.804673e+000	-5.454056e-001	1.715877e+000	7.352749e-001	-7.131323e-001
2.601696012475190e-005	2.136228e+000	-8.444642e-001	2.119677e+000	7.353137e-001	-6.499740e-001
2.601869946631286e-005	2.677840e+000	-1.238969e+000	2.671569e+000	7.353703e-001	-5.668952e-001
2.602104307046621e-005	3.503796e+000	-1.691098e+000	3.373590e+000	7.354447e-001	-4.711389e-001
2.602417942806870e-005	4.796700e+000	-2.169242e+000	4.328276e+000	7.355408e-001	-3.688419e-001
2.602864644111989e-005	6.995910e+000	-2.668993e+000	5.842603e+000	7.356700e-001	-2.607433e-001
2.603320728225650e-005	9.703264e+000	-3.019509e+000	7.695712e+000	7.357916e-001	-1.841795e-001
2.603760134059153e-005	1.286216e+001	-3.236960e+000	9.906255e+000	7.358956e-001	-1.362534e-001
2.604241371049847e-005	1.700465e+001	-3.386560e+000	1.286407e+001	7.359921e-001	-1.029891e-001
2.604699101179070e-005	2.169682e+001	-3.473254e+000	1.626020e+001	7.360634e-001	-8.348501e-002
2.605205267777152e-005	2.785546e+001	-3.527880e+000	2.075511e+001	7.361141e-001	-7.095214e-002
2.605727092711108e-005	3.451071e+001	-3.665740e+000	1.649755e+001	4.719042e-001	-5.777762e-002
2.605874617919849e-005	3.582161e+001	-3.836021e+000	2.201956e+000	5.636364e-002	-4.768489e-002
2.605875452093183e-005	3.582402e+001	-3.836926e+000	1.995398e+000	5.060623e-002	-4.755881e-002
2.605877120439850e-005	3.582459e+001	-3.837250e+000	1.445624e+000	3.529391e-002	-4.723008e-002
2.605880457133185e-005	3.582567e+001	-3.836674e+000	3.517552e-001	4.829552e-003	-4.658547e-002
2.605887130519854e-005	3.582766e+001	-3.830956e+000	-1.781215e+000	-5.456736e-002	-4.536864e-002
2.605899022511562e-005	3.583066e+001	-3.808979e+000	-5.311454e+000	-1.528599e-001	-4.348027e-002
2.605913796320580e-005	3.583349e+001	-3.764090e+000	-8.953407e+000	-2.542515e-001	-4.179310e-002
2.605932598398561e-005	3.583564e+001	-3.686862e+000	-1.197036e+001	-3.382465e-001	-4.093481e-002
2.605953780034704e-005	3.583619e+001	-3.590668e+000	-1.274519e+001	-3.598446e-001	-4.185075e-002
2.605981425889373e-005	3.583454e+001	-3.474698e+000	-1.030199e+001	-2.918815e-001	-4.531286e-002
2.605996655941681e-005	3.583241e+001	-3.427025e+000	-7.429871e+000	-2.119502e-001	-4.809218e-002
2.606009541328511e-005	3.582974e+001	-3.404517e+000	-4.161651e+000	-1.209795e-001	-5.081828e-002
2.606033420401868e-005	3.582344e+001	-3.409606e+000	2.435626e+000	6.269063e-002	-5.567547e-002
2.606045578222663e-005	3.581987e+001	-3.434347e+000	5.547617e+000	1.493442e-001	-5.769007e-002
2.606057939200942e-005	3.581643e+001	-3.473099e+000	8.167584e+000	2.223030e-001	-5.916435e-002
2.606075202269078e-005	3.581277e+001	-3.542155e+000	1.063085e+001	2.908970e-001	-6.013838e-002
2.606094558050645e-005	3.581144e+001	-3.626457e+000	1.147152e+001	3.142876e-001	-5.967960e-002
2.606121066128027e-005	3.581399e+001	-3.735474e+000	9.863100e+000	2.694526e-001	-5.700153e-002
2.606136915871276e-005	3.581737e+001	-3.787567e+000	7.522407e+000	2.042599e-001	-5.448222e-002
2.606150227628496e-005	3.582087e+001	-3.816381e+000	4.752979e+000	1.271572e-001	-5.190712e-002
2.606162517422541e-005	3.582405e+001	-3.829034e+000	1.887989e+000	4.741791e-002	-4.943477e-002
2.606175380540276e-005	3.582708e+001	-3.828002e+000	-1.164292e+000	-3.751339e-002	-4.694443e-002
2.606187634832841e-005	3.582951e+001	-3.813736e+000	-3.880365e+000	-1.130737e-001	-4.484036e-002
2.606202399190660e-005	3.583173e+001	-3.781528e+000	-6.596746e+000	-1.886263e-001	-4.285643e-002
2.606220246660542e-005	3.583338e+001	-3.728326e+000	-8.749163e+000	-2.484719e-001	-4.141961e-002
2.606241803074155e-005	3.583387e+001	-3.656700e+000	-9.398299e+000	-2.664752e-001	-4.116860e-002
2.606268780929441e-005	3.583265e+001	-3.573417e+000	-7.731221e+000	-2.200054e-001	-4.258003e-002
2.606284257225331e-005	3.583097e+001	-3.537450e+000	-5.610555e+000	-1.609385e-001	-4.410765e-002
2.606297220542426e-005	3.582893e+001	-3.520392e+000	-3.200032e+000	-9.380519e-002	-4.570724e-002
2.606309124455274e-005	3.582671e+001	-3.516347e+000	-7.703635e-001	-2.613585e-002	-4.720749e-002
2.606321116813043e-005	3.582427e+001	-3.523586e+000	1.687103e+000	4.231341e-002	-4.860266e-002
2.606333287380879e-005	3.582174e+001	-3.541631e+000	4.012071e+000	1.070796e-001	-4.977771e-002
2.606345494553756e-005	3.581940e+001	-3.569666e+000	5.966317e+000	1.615270e-001	-5.056953e-002
2.606362115374637e-005	3.581700e+001	-3.618708e+000	7.807572e+000	2.128402e-001	-5.092306e-002
2.606381098459777e-005	3.581597e+001	-3.680626e+000	8.561945e+000	2.338887e-001	-5.026192e-002
2.606406475241927e-005	3.581725e+001	-3.760345e+000	7.629309e+000	2.079705e-001	-4.796839e-002
2.606422954642214e-005	3.581945e+001	-3.802893e+000	5.936258e+000	1.608679e-001	-4.577025e-002
2.606436519905900e-005	3.582187e+001	-3.826985e+000	3.903746e+000	1.043182e-001	-4.360405e-002
2.606448869511722e-005	3.582417e+001	-3.838368e+000	1.786096e+000	4.540582e-002	-4.154649e-002
2.606462121325358e-005	3.582651e+001	-3.839476e+000	-5.571156e-001	-1.977325e-002	-3.940403e-002
2.606474305304747e-005	3.582839e+001	-3.830556e+000	-2.596578e+000	-7.649517e-002	-3.762414e-002
2.606488436052998e-005	3.583012e+001	-3.809275e+000	-4.600105e+000	-1.322077e-001	-3.594203e-002
2.606505936592396e-005	3.583150e+001	-3.771993e+000	-6.308021e+000	-1.796832e-001	-3.454396e-002
2.606526801727438e-005	3.583206e+001	-3.720910e+000	-6.998631e+000	-1.988419e-001	-3.393883e-002
2.606552833146749e-005	3.583135e+001	-3.659729e+000	-6.085311e+000	-1.733523e-001	-3.446604e-002
2.606569175207710e-005	3.583010e+001	-3.629502e+000	-4.564948e+000	-1.309924e-001	-3.541041e-002
2.606582534234267e-005	3.582856e+001	-3.614323e+000	-2.793736e+000	-8.165447e-002	-3.647327e-002
2.606594562941839e-005	3.582692e+001	-3.609380e+000	-9.936735e-001	-3.151247e-002	-3.749148e-002
2.606606492906492e-005	3.582514e+001	-3.612915e+000	8.324056e-001	1.935815e-002	-3.844460e-002
2.606618694308382e-005	3.582330e+001	-3.624655e+000	2.604588e+000	6.873357e-002	-3.926574e-002
2.606630917601501e-005	3.582159e+001	-3.643989e+000	4.138152e+000	1.114692e-001	-3.983274e-002
2.606646195303182e-005	3.581992e+001	-3.676124e+000	5.546194e+000	1.507215e-001	-4.008552e-002
2.606664617727927e-005	3.581894e+001	-3.720601e+000	6.345770e+000	1.730416e-001	-3.967167e-002
2.606687847982951e-005	3.581934e+001	-3.776336e+000	6.021144e+000	1.640727e-001	-3.817638e-002
2.606708670696467e-005	3.582102e+001	-3.818907e+000	4.636675e+000	1.255900e-001	-3.611356e-002
2.606722983132027e-005	3.582273e+001	-3.839756e+000	3.129295e+000	8.366998e-002	-3.437926e-002
2.606735444133301e-005	3.582439e+001	-3.849749e+000	1.558599e+000	3.998528e-002	-3.276869e-002
2.606747541661681e-005	3.582599e+001	-3.851928e+000	-3.772983e-002	-4.411447e-003	-3.123492e-002
2.606759805317158e-005	3.582748e+001	-3.846890e+000	-1.600967e+000	-4.788516e-002	-2.980008e-002
2.606772427901295e-005	3.582874e+001	-3.834468e+000	-3.005820e+000	-8.694993e-002	-2.855318e-002
2.606789843684651e-005	3.582997e+001	-3.808677e+000	-4.439589e+000	-1.268091e-001	-2.730042e-002
2.606809162046094e-005	3.583059e+001	-3.774189e+000	-5.171165e+000	-1.471257e-001	-2.661146e-002
2.606834351934930e-005	3.583028e+001	-3.729352e+000	-4.798302e+000	-1.366963e-001	-2.669806e-002
2.606856358989454e-005	3.582913e+001	-3.697495e+000	-3.446764e+000	-9.903390e-002	-2.746028e-002
2.606870428923192e-005	3.582795e+001	-3.684738e+000	-2.114397e+000	-6.191731e-002	-2.821735e-002
2.606882480253877e-005	3.582670e+001	-3.680826e+000	-7.779595e-001	-2.468774e-002	-2.893935e-002
2.606894377923445e-005	3.582538e+001	-3.683293e+000	5.777760e-001	1.308273e-002	-2.961539e-002
2.606906555312342e-005	3.582403e+001	-3.691854e+000	1.897988e+000	4.986888e-002	-3.019718e-002
2.606918788983926e-005	3.582280e+001	-3.706091e+000	3.049515e+000	8.196235e-002	-3.059670e-002
2.606933758603096e-005	3.582162e+001	-3.729370e+000	4.094731e+000	1.111065e-001	-3.075990e-002
2.606952083695887e-005	3.582090e+001	-3.762289e+000	4.720715e+000	1.285898e-001	-3.043713e-002
2.606974883138810e-005	3.582114e+001	-3.803124e+000	4.516600e+000	1.229746e-001	-2.932028e-002
